class_id,seed,set_id,left,right,selected_left,selected_right,absolute_difference,helped,hurt,tail,rank
870,81,primary_da06c09aa41a,aligned_actual_source,stage_only,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,-0.09900345182813906,True,False,largest_improvements,18
780,82,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,-0.06652160997214196,True,False,largest_improvements,19
345,81,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-0.058027758842687405,True,False,largest_improvements,20
301,79,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,1.4823460099755685,False,True,largest_losses,1
780,80,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.8441270679809918,False,True,largest_losses,2
301,81,primary_52112c337d08,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.7670506094364526,False,True,largest_losses,3
679,81,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,0.22206505646619235,False,True,largest_losses,4
870,80,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.19428626960483086,False,True,largest_losses,5
462,82,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,0.17747436950787682,False,True,largest_losses,6
131,80,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,0.16089950683233667,False,True,largest_losses,7
870,79,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,0.11159841249838104,False,True,largest_losses,8
345,82,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,0.10946995368067292,False,True,largest_losses,9
301,79,primary_52112c337d08,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.083511730195994,False,True,largest_losses,10
19,79,primary_da06c09aa41a,aligned_actual_source,stage_only,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.06649978278773006,False,True,largest_losses,11
345,79,primary_494f26df6416,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,0.03684068087152076,False,True,largest_losses,12
780,82,primary_da06c09aa41a,aligned_actual_source,stage_only,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.026223767050197466,False,True,largest_losses,13
19,80,primary_d82bcfdaeedc,aligned_actual_source,stage_only,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage4_w6,0.025417196992179928,False,True,largest_losses,14
870,80,primary_d82bcfdaeedc,aligned_actual_source,stage_only,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,0.022863779235024136,False,True,largest_losses,15
975,82,primary_da06c09aa41a,aligned_actual_source,stage_only,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.02196624854974516,False,True,largest_losses,16
131,82,primary_da06c09aa41a,aligned_actual_source,stage_only,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.02137730303678609,False,True,largest_losses,17
462,80,primary_da06c09aa41a,aligned_actual_source,stage_only,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.020424106418591492,False,True,largest_losses,18
384,79,primary_da06c09aa41a,aligned_actual_source,stage_only,adaln_conditioning_all_blocks_stage15_w6,adaln_conditioning_all_blocks_stage10_w6,0.019368207543383417,False,True,largest_losses,19
888,79,primary_52112c337d08,aligned_actual_source,stage_only,attention_output_all_blocks_stage4_w6,attention_output_all_blocks_stage15_w6,0.015618026738934532,False,True,largest_losses,20
870,79,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-14.72990208394424,True,False,largest_improvements,1
511,80,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-8.057706158493886,True,False,largest_improvements,2
19,80,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-6.578613025248031,True,False,largest_improvements,3
679,80,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-4.42736541266379,True,False,largest_improvements,4
462,79,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-4.0772748345916625,True,False,largest_improvements,5
301,81,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-3.292729681880478,True,False,largest_improvements,6
888,81,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-1.9422763001969692,True,False,largest_improvements,7
462,82,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-1.741884112331704,True,False,largest_improvements,8
679,80,primary_ec9365fcc9ef,aligned_actual_source,aligned_donor_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.5648060785726443,True,False,largest_improvements,9
870,81,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-1.4929283564243294,True,False,largest_improvements,10
780,80,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-1.3083086263173416,True,False,largest_improvements,11
131,81,primary_ec9365fcc9ef,aligned_actual_source,aligned_donor_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.271972005814007,True,False,largest_improvements,12
975,80,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-1.2579690284112528,True,False,largest_improvements,13
679,79,primary_ec9365fcc9ef,aligned_actual_source,aligned_donor_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-1.2200067133134667,True,False,largest_improvements,14
511,79,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-1.1411625981895526,True,False,largest_improvements,15
224,80,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-1.1092268536692134,True,False,largest_improvements,16
568,81,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-0.9997600731372209,True,False,largest_improvements,17
462,79,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,-0.993742967071441,True,False,largest_improvements,18
712,80,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-0.867689792895252,True,False,largest_improvements,19
568,80,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,-0.7836160399450414,True,False,largest_improvements,20
85,82,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,186.50799487293583,False,True,largest_losses,1
888,82,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,22.446279263957294,False,True,largest_losses,2
301,81,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,18.830651450175523,False,True,largest_losses,3
975,79,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,18.411051776122804,False,True,largest_losses,4
462,81,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,10.17053088827426,False,True,largest_losses,5
679,79,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,8.76392101464029,False,True,largest_losses,6
888,80,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,5.84322444321576,False,True,largest_losses,7
568,82,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,3.020981883014599,False,True,largest_losses,8
679,82,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,2.471302335264795,False,True,largest_losses,9
975,80,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,2.4354234454364696,False,True,largest_losses,10
679,79,primary_d82bcfdaeedc,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage15_w6,2.2640375049313524,False,True,largest_losses,11
19,81,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,2.240712260634041,False,True,largest_losses,12
679,79,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage10_w4,2.1769387703696497,False,True,largest_losses,13
712,79,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.833407624976573,False,True,largest_losses,14
301,81,primary_d82bcfdaeedc,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w6,mlp_up_gate_all_blocks_stage10_w6,1.5014645848875112,False,True,largest_losses,15
301,79,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,1.4823460099755685,False,True,largest_losses,16
301,79,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.4648727671117714,False,True,largest_losses,17
224,79,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage10_w4,1.2005866811177728,False,True,largest_losses,18
712,82,primary_d0adb13a6bdf,aligned_actual_source,aligned_donor_source,mlp_up_gate_all_blocks_stage4_w4,mlp_up_gate_all_blocks_stage15_w4,1.0981034045078104,False,True,largest_losses,19
888,79,primary_494f26df6416,aligned_actual_source,aligned_donor_source,attention_output_all_blocks_stage4_w4,attention_output_all_blocks_stage15_w4,1.0282385812698183,False,True,largest_losses,20
85,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,-186.50799487293583,True,False,largest_improvements,1
975,79,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-32.92411244522213,True,False,largest_improvements,2
19,81,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-28.231724841328063,True,False,largest_improvements,3
888,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-22.446279263957294,True,False,largest_improvements,4
301,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-18.830651450175523,True,False,largest_improvements,5
975,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-18.411051776122804,True,False,largest_improvements,6
462,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-10.17053088827426,True,False,largest_improvements,7
780,81,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-9.832973725719935,True,False,largest_improvements,8
679,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-8.76392101464029,True,False,largest_improvements,9
888,82,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-6.141482864823886,True,False,largest_improvements,10
888,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-5.84322444321576,True,False,largest_improvements,11
888,79,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-5.408056833223327,True,False,largest_improvements,12
131,79,primary_494f26df6416,aligned_donor_source,aligned_isotropic_source,attention_output_all_blocks_stage15_w4,attention_output_all_blocks_stage10_w4,-5.057572904338031,True,False,largest_improvements,13
870,82,primary_ec9365fcc9ef,aligned_donor_source,aligned_isotropic_source,adaln_conditioning_all_blocks_stage15_w4,adaln_conditioning_all_blocks_stage10_w4,-3.321853571573669,True,False,largest_improvements,14
568,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-3.020981883014599,True,False,largest_improvements,15
679,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-2.471302335264795,True,False,largest_improvements,16
975,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-2.4354234454364696,True,False,largest_improvements,17
301,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-1.9668856402270265,True,False,largest_improvements,18
712,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w4,mlp_up_gate_all_blocks_stage4_w4,-1.833407624976573,True,False,largest_improvements,19
975,79,primary_d82bcfdaeedc,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage15_w6,mlp_up_gate_all_blocks_stage10_w6,-1.5722867806953216,True,False,largest_improvements,20
870,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,14.72990208394424,False,True,largest_losses,1
19,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,6.578613025248031,False,True,largest_losses,2
679,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,4.42736541266379,False,True,largest_losses,3
462,79,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,4.0772748345916625,False,True,largest_losses,4
888,81,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,1.9422763001969692,False,True,largest_losses,5
462,82,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,1.741884112331704,False,True,largest_losses,6
780,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,1.3083086263173416,False,True,largest_losses,7
224,80,primary_d0adb13a6bdf,aligned_donor_source,aligned_isotropic_source,mlp_up_gate_all_blocks_stage10_w4,mlp_up_gate_all_blocks_stage4_w4,1.1092268536692134,False,True,largest_losses,8
